model_id,author,downloads,likes,pipeline_tag,library_name,created_at,last_modified,tags
allenai/Molmo2-8B,allenai,600907,186,image-text-to-text,transformers,2025-12-14 22:59:12+00:00,2026-01-23 01:02:55+00:00,"transformers,safetensors,molmo2,image-text-to-text,multimodal,olmo,molmo,conversational,custom_code,en,dataset:allenai/Molmo2-Cap,dataset:allenai/Molmo2-VideoCapQA,dataset:allenai/Molmo2-VideoSubtitleQA,dataset:allenai/Molmo2-AskModelAnything,dataset:allenai/Molmo2-VideoPoint,dataset:allenai/Molmo2-VideoTrack,dataset:allenai/Molmo2-MultiImageQA,dataset:allenai/Molmo2-SynMultiImageQA,dataset:allenai/Molmo2-MultiImagePoint,base_model:Qwen/Qwen3-8B,base_model:finetune:Qwen/Qwen3-8B,license:apache-2.0,region:us"
Maykeye/TinyLLama-v0,Maykeye,600671,43,text-generation,transformers,2023-07-08 04:50:15+00:00,2025-03-05 12:38:35+00:00,"transformers,pytorch,onnx,safetensors,llama,text-generation,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us"
Lykon/dreamshaper-7,Lykon,600624,62,text-to-image,diffusers,2023-08-26 16:49:11+00:00,2023-12-07 10:13:17+00:00,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,anime,dreamshaper,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us"
allenai/olmOCR-2-7B-1025-FP8,allenai,598545,238,image-text-to-text,transformers,2025-10-06 22:03:48+00:00,2026-02-19 17:30:13+00:00,"transformers,safetensors,qwen2_5_vl,image-text-to-text,conversational,en,base_model:Qwen/Qwen2.5-VL-7B-Instruct,base_model:quantized:Qwen/Qwen2.5-VL-7B-Instruct,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,compressed-tensors,deploy:azure,region:us"
kresnik/wav2vec2-large-xlsr-korean,kresnik,598173,56,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2023-07-03 14:55:40+00:00,"transformers,pytorch,safetensors,wav2vec2,automatic-speech-recognition,speech,audio,ko,dataset:kresnik/zeroth_korean,license:apache-2.0,model-index,endpoints_compatible,region:us"
sentence-transformers/all-roberta-large-v1,sentence-transformers,597354,66,sentence-similarity,sentence-transformers,2022-03-02 23:29:05+00:00,2025-03-06 13:35:32+00:00,"sentence-transformers,pytorch,onnx,safetensors,openvino,roberta,fill-mask,feature-extraction,sentence-similarity,transformers,en,arxiv:1904.06472,arxiv:2102.07033,arxiv:2104.08727,arxiv:1704.05179,arxiv:1810.09305,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
IDEA-Research/grounding-dino-tiny,IDEA-Research,596113,102,zero-shot-object-detection,transformers,2023-09-25 00:59:34+00:00,2024-05-12 09:03:39+00:00,"transformers,pytorch,safetensors,grounding-dino,zero-shot-object-detection,vision,arxiv:2303.05499,license:apache-2.0,region:us"
unsloth/Qwen3-VL-2B-Instruct-GGUF,unsloth,592227,32,image-text-to-text,transformers,2025-10-30 14:03:46+00:00,2025-10-31 14:21:20+00:00,"transformers,gguf,unsloth,image-text-to-text,arxiv:2505.09388,arxiv:2502.13923,arxiv:2409.12191,arxiv:2308.12966,base_model:Qwen/Qwen3-VL-2B-Instruct,base_model:quantized:Qwen/Qwen3-VL-2B-Instruct,license:apache-2.0,endpoints_compatible,region:us,conversational"
unsloth/Qwen3.6-27B-NVFP4,unsloth,591586,79,image-text-to-text,,2026-04-23 15:52:31+00:00,2026-05-31 08:01:45+00:00,"safetensors,qwen3_5,unsloth,image-text-to-text,conversational,base_model:Qwen/Qwen3.6-27B,base_model:quantized:Qwen/Qwen3.6-27B,license:apache-2.0,8-bit,compressed-tensors,deploy:azure,region:us"
MiniMaxAI/MiniMax-M2.5,MiniMaxAI,589195,1494,text-generation,transformers,2026-02-12 06:05:24+00:00,2026-03-10 13:42:23+00:00,"transformers,safetensors,minimax_m2,text-generation,conversational,custom_code,license:other,eval-results,endpoints_compatible,fp8,deploy:azure,region:us"
Qdrant/bm25,Qdrant,589026,32,sentence-similarity,transformers,2024-06-13 17:47:41+00:00,2025-01-20 17:35:08+00:00,"transformers,sentence-similarity,en,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
minishlab/potion-base-8M,minishlab,587644,77,,model2vec,2024-10-29 09:35:47+00:00,2026-03-27 07:46:29+00:00,"model2vec,onnx,safetensors,embeddings,static-embeddings,mteb,sentence-transformers,dataset:minishlab/tokenlearn-c4-en-bge-base-v1.5,license:mit,region:us"
google/paligemma-3b-pt-224,google,587462,464,image-text-to-text,transformers,2024-05-12 22:53:40+00:00,2024-09-21 10:14:25+00:00,"transformers,safetensors,paligemma,image-text-to-text,arxiv:2310.09199,arxiv:2303.15343,arxiv:2403.08295,arxiv:1706.03762,arxiv:2010.11929,arxiv:2209.06794,arxiv:2209.04372,arxiv:2103.01913,arxiv:2205.12522,arxiv:2110.11624,arxiv:2108.03353,arxiv:2010.04295,arxiv:2401.06209,arxiv:2305.10355,arxiv:2203.10244,arxiv:1810.12440,arxiv:1905.13648,arxiv:1608.00272,arxiv:1908.04913,arxiv:2407.07726,license:gemma,text-generation-inference,endpoints_compatible,region:us"
Salesforce/blip2-opt-2.7b,Salesforce,581308,447,image-text-to-text,transformers,2023-02-06 16:21:49+00:00,2025-02-03 06:27:50+00:00,"transformers,pytorch,safetensors,blip-2,visual-question-answering,vision,image-to-text,image-captioning,image-text-to-text,en,arxiv:2301.12597,license:mit,endpoints_compatible,region:us"
intfloat/e5-small-v2,intfloat,579393,118,sentence-similarity,sentence-transformers,2023-05-19 06:45:35+00:00,2025-02-17 03:24:44+00:00,"sentence-transformers,pytorch,tf,onnx,safetensors,openvino,bert,mteb,Sentence Transformers,sentence-similarity,en,arxiv:2212.03533,arxiv:2104.08663,arxiv:2210.07316,license:mit,model-index,text-embeddings-inference,endpoints_compatible,region:us"
PaddlePaddle/PaddleOCR-VL-1.5-GGUF,PaddlePaddle,579195,35,,,2026-02-26 08:10:50+00:00,2026-05-29 09:41:53+00:00,"gguf,arxiv:2601.21957,license:apache-2.0,endpoints_compatible,region:us,conversational"
flair/ner-english-fast,flair,574358,26,token-classification,flair,2022-03-02 23:29:05+00:00,2024-07-21 19:24:44+00:00,"flair,pytorch,token-classification,sequence-tagger-model,en,dataset:conll2003,region:us"
Davlan/xlm-roberta-large-ner-hrl,Davlan,573061,15,token-classification,transformers,2022-03-02 23:29:04+00:00,2023-08-14 19:35:59+00:00,"transformers,pytorch,tf,safetensors,xlm-roberta,token-classification,license:afl-3.0,endpoints_compatible,deploy:azure,region:us"
openai-community/roberta-base-openai-detector,openai-community,570911,134,text-classification,transformers,2022-03-02 23:29:04+00:00,2024-02-19 12:46:55+00:00,"transformers,pytorch,tf,jax,safetensors,roberta,text-classification,exbert,en,dataset:bookcorpus,dataset:wikipedia,arxiv:1904.09751,arxiv:1910.09700,arxiv:1908.09203,license:mit,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
ibm-granite/granite-4.0-h-small,ibm-granite,568037,307,text-generation,transformers,2025-09-16 19:50:49+00:00,2025-11-03 19:45:37+00:00,"transformers,safetensors,granitemoehybrid,text-generation,language,granite-4.0,conversational,arxiv:0000.00000,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
nvidia/NVIDIA-Nemotron-Nano-9B-v2,nvidia,563360,494,text-generation,transformers,2025-08-12 22:43:32+00:00,2026-03-05 14:59:25+00:00,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,it,ja,dataset:nvidia/Nemotron-Post-Training-Dataset-v1,dataset:nvidia/Nemotron-Post-Training-Dataset-v2,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-SFT-v1,arxiv:2504.03624,arxiv:2508.14444,arxiv:2412.02595,base_model:nvidia/NVIDIA-Nemotron-Nano-12B-v2,base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-12B-v2,license:other,endpoints_compatible,deploy:azure,region:us"
nie3e/sentiment-polish-gpt2-small,nie3e,560134,1,text-classification,transformers,2024-01-14 13:50:45+00:00,2025-07-22 18:33:57+00:00,"transformers,safetensors,gpt2,text-classification,generated_from_trainer,pl,dataset:clarin-pl/polemo2-official,base_model:sdadas/polish-gpt2-small,base_model:finetune:sdadas/polish-gpt2-small,license:mit,model-index,endpoints_compatible,region:us"
microsoft/layoutlmv2-base-uncased,microsoft,558847,68,,transformers,2022-03-02 23:29:05+00:00,2022-09-16 03:40:56+00:00,"transformers,pytorch,layoutlmv2,en,arxiv:2012.14740,license:cc-by-nc-sa-4.0,endpoints_compatible,region:us"
microsoft/VibeVoice-ASR,microsoft,557896,1172,automatic-speech-recognition,transformers,2026-01-21 15:04:18+00:00,2026-01-27 13:12:22+00:00,"transformers,safetensors,vibevoice,ASR,Transcriptoin,Diarization,Speech-to-Text,automatic-speech-recognition,en,zh,es,pt,de,ja,ko,fr,ru,id,sv,it,he,nl,pl,no,tr,th,ar,hu,ca,cs,da,fa,af,hi,fi,et,aa,el,ro,vi,bg,is,sl,sk,lt,sw,uk,kl,lv,hr,ne,sr,tl,yi,ms,ur,mn,hy,jv,arxiv:2601.18184,license:mit,endpoints_compatible,region:us"
cyankiwi/Qwen3-Next-80B-A3B-Instruct-AWQ-4bit,cyankiwi,557852,65,text-generation,transformers,2025-09-12 10:23:23+00:00,2026-05-06 13:34:48+00:00,"transformers,safetensors,qwen3_next,text-generation,conversational,arxiv:2309.00071,arxiv:2404.06654,arxiv:2505.09388,arxiv:2501.15383,base_model:Qwen/Qwen3-Next-80B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Next-80B-A3B-Instruct,license:apache-2.0,endpoints_compatible,compressed-tensors,region:us"
CompVis/stable-diffusion-safety-checker,CompVis,556592,139,,transformers,2022-08-22 10:22:34+00:00,2022-11-25 17:21:38+00:00,"transformers,pytorch,clip,arxiv:2103.00020,arxiv:1910.09700,endpoints_compatible,region:us"
lightx2v/Wan2.2-Distill-Loras,lightx2v,555124,255,image-to-video,diffusers,2025-10-16 07:23:10+00:00,2025-12-17 08:00:53+00:00,"diffusers,diffusion-single-file,comfyui,distillation,LoRA,video,video genration,lora,image-to-video,base_model:Wan-AI/Wan2.2-I2V-A14B,base_model:adapter:Wan-AI/Wan2.2-I2V-A14B,license:apache-2.0,region:us"
aubmindlab/bert-base-arabertv02,aubmindlab,555012,45,fill-mask,transformers,2022-03-02 23:29:05+00:00,2024-03-26 14:39:39+00:00,"transformers,pytorch,tf,jax,tensorboard,safetensors,bert,fill-mask,ar,dataset:wikipedia,dataset:Osian,dataset:1.5B-Arabic-Corpus,dataset:oscar-arabic-unshuffled,dataset:Assafir-private,arxiv:2003.00104,endpoints_compatible,deploy:azure,region:us"
HauhauCS/Qwen3.5-9B-Uncensored-HauhauCS-Aggressive,HauhauCS,554514,1519,,,2026-03-04 00:24:31+00:00,2026-06-05 17:55:41+00:00,"gguf,uncensored,qwen3.5,qwen,en,zh,multilingual,base_model:Qwen/Qwen3.5-9B,base_model:quantized:Qwen/Qwen3.5-9B,license:apache-2.0,endpoints_compatible,region:us,conversational"
facebook/hubert-large-ls960-ft,facebook,554447,76,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2022-05-24 10:43:42+00:00,"transformers,pytorch,tf,hubert,automatic-speech-recognition,speech,audio,hf-asr-leaderboard,en,dataset:libri-light,dataset:librispeech_asr,arxiv:2106.07447,license:apache-2.0,model-index,eval-results,endpoints_compatible,deploy:azure,region:us"
Lightricks/LTX-2,Lightricks,554099,1740,image-to-video,diffusers,2026-01-03 10:23:39+00:00,2026-03-02 12:38:08+00:00,"diffusers,safetensors,image-to-video,text-to-video,video-to-video,image-text-to-video,audio-to-video,text-to-audio,video-to-audio,audio-to-audio,text-to-audio-video,image-to-audio-video,image-text-to-audio-video,ltx-2,ltx-video,ltxv,lightricks,en,de,es,fr,ja,ko,zh,it,pt,arxiv:2601.03233,license:other,region:us"
cisco-ai/SecureBERT2.0-biencoder,cisco-ai,553264,4,sentence-similarity,sentence-transformers,2025-10-06 07:35:56+00:00,2026-05-21 17:36:00+00:00,"sentence-transformers,safetensors,modernbert,sentence-similarity,feature-extraction,dense,securebert,IR,docembedding,generated_from_trainer,dataset_size:35705,loss:MultipleNegativesRankingLoss,en,arxiv:2510.00240,base_model:cisco-ai/SecureBERT2.0-base,base_model:finetune:cisco-ai/SecureBERT2.0-base,doi:10.57967/hf/8211,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
CohereLabs/cohere-transcribe-03-2026,CohereLabs,551926,981,automatic-speech-recognition,transformers,2026-03-24 10:35:54+00:00,2026-06-10 15:46:19+00:00,"transformers,safetensors,cohere_asr,automatic-speech-recognition,audio,hf-asr-leaderboard,speech-recognition,transcription,custom_code,ar,de,el,en,es,fr,it,ja,ko,nl,pl,pt,vi,zh,doi:10.57967/hf/8653,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us"
Salesforce/moirai-1.0-R-base,Salesforce,550561,32,time-series-forecasting,transformers,2024-02-11 14:04:00+00:00,2025-01-21 09:10:49+00:00,"transformers,safetensors,time series,forecasting,pretrained models,foundation models,time series foundation models,time-series,time-series-forecasting,arxiv:2402.02592,license:cc-by-nc-4.0,endpoints_compatible,region:us"
Qwen/Qwen3-32B-AWQ,Qwen,550098,135,text-generation,transformers,2025-05-01 10:38:33+00:00,2025-05-21 06:17:51+00:00,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-32B,base_model:quantized:Qwen/Qwen3-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,awq,region:us"
ELVISIO/Qwen3-30B-A3B-AWQ,ELVISIO,548568,4,,,2025-05-19 14:22:40+00:00,2025-05-20 13:47:37+00:00,"safetensors,qwen3_moe,base_model:Qwen/Qwen3-30B-A3B,base_model:quantized:Qwen/Qwen3-30B-A3B,license:apache-2.0,4-bit,awq,region:us"
cyankiwi/Qwen3.5-27B-AWQ-4bit,cyankiwi,548048,41,image-text-to-text,transformers,2026-02-25 09:24:05+00:00,2026-03-29 21:12:56+00:00,"transformers,safetensors,qwen3_5,image-text-to-text,conversational,base_model:Qwen/Qwen3.5-27B,base_model:quantized:Qwen/Qwen3.5-27B,license:apache-2.0,endpoints_compatible,compressed-tensors,region:us"
NX-AI/TiRex,NX-AI,547838,92,time-series-forecasting,tirex,2025-05-26 07:15:46+00:00,2026-02-05 13:20:11+00:00,"tirex,onnx,time-series-forecasting,dataset:autogluon/chronos_datasets,dataset:Salesforce/GiftEvalPretrain,arxiv:2505.23719,arxiv:2510.26777,license:other,region:us"
deepset/roberta-base-squad2,deepset,547524,943,question-answering,transformers,2022-03-02 23:29:05+00:00,2024-09-24 15:48:47+00:00,"transformers,pytorch,tf,jax,rust,safetensors,roberta,question-answering,en,dataset:squad_v2,base_model:FacebookAI/roberta-base,base_model:finetune:FacebookAI/roberta-base,license:cc-by-4.0,model-index,endpoints_compatible,deploy:azure,region:us"
Doradus-AI/RnJ-1-Instruct-FP8,Doradus-AI,547465,4,text-generation,transformers,2025-12-07 09:01:49+00:00,2025-12-07 17:20:57+00:00,"transformers,safetensors,gemma3_text,text-generation,gemma3,rnj,doradus,instruction-following,fp8,quantized,vllm,sglang,conversational,en,license:gemma,text-generation-inference,endpoints_compatible,compressed-tensors,region:us"
facebook/dinov3-vitl16-pretrain-lvd1689m,facebook,545922,321,image-feature-extraction,transformers,2025-08-06 06:19:51+00:00,2025-08-19 09:00:52+00:00,"transformers,safetensors,dinov3_vit,image-feature-extraction,dino,dinov3,arxiv:2508.10104,en,base_model:facebook/dinov3-vit7b16-pretrain-lvd1689m,base_model:finetune:facebook/dinov3-vit7b16-pretrain-lvd1689m,license:other,endpoints_compatible,region:us"
speechbrain/emotion-recognition-wav2vec2-IEMOCAP,speechbrain,544405,188,audio-classification,speechbrain,2022-03-02 23:29:05+00:00,2024-07-23 07:52:24+00:00,"speechbrain,audio-classification,Emotion,Recognition,wav2vec2,pytorch,en,dataset:iemocap,arxiv:2106.04624,license:apache-2.0,region:us"
moonshotai/Kimi-K2-Instruct,moonshotai,541009,2364,text-generation,transformers,2025-07-11 00:55:12+00:00,2026-04-23 02:08:36+00:00,"transformers,safetensors,kimi_k2,text-generation,conversational,custom_code,doi:10.57967/hf/5976,license:other,eval-results,endpoints_compatible,fp8,region:us"
jinaai/jina-embeddings-v4,jinaai,541005,523,visual-document-retrieval,transformers,2025-05-07 12:19:26+00:00,2026-04-08 14:29:59+00:00,"transformers,safetensors,image-feature-extraction,vidore,colpali,multimodal-embedding,multilingual-embedding,Text-to-Visual Document (T→VD) retrieval,feature-extraction,sentence-similarity,mteb,sentence-transformers,vllm,visual-document-retrieval,custom_code,multilingual,arxiv:2506.18902,region:eu"
Jackrong/Qwen3.5-9B-DeepSeek-V4-Flash-GGUF,Jackrong,540326,216,image-text-to-text,transformers,2026-04-29 16:12:36+00:00,2026-05-02 14:32:42+00:00,"transformers,gguf,text-generation-inference,unsloth,qwen3_5,reasoning,distillation,deepseek,deepseek-v4,sft,long-cot,chain-of-thought,efficient-inference,agent,multilingual,image-text-to-text,en,zh,ko,ja,es,ru,dataset:Jackrong/DeepSeek-V4-Distill-8000x,arxiv:2604.06628,base_model:unsloth/Qwen3.5-9B,base_model:quantized:unsloth/Qwen3.5-9B,license:apache-2.0,endpoints_compatible,region:us,conversational"
opendatalab/MinerU2.5-Pro-2604-1.2B,opendatalab,540240,152,image-text-to-text,transformers,2026-04-02 14:11:50+00:00,2026-04-14 08:38:33+00:00,"transformers,safetensors,qwen2_vl,image-text-to-text,conversational,zh,en,arxiv:2604.04771,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us"
Helsinki-NLP/opus-mt-en-es,Helsinki-NLP,539702,122,translation,transformers,2022-03-02 23:29:04+00:00,2023-08-16 11:29:28+00:00,"transformers,pytorch,tf,jax,marian,text2text-generation,translation,en,es,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
QuantTrio/Qwen3.5-9B-AWQ,QuantTrio,538474,19,image-text-to-text,transformers,2026-03-03 07:37:50+00:00,2026-03-04 01:25:52+00:00,"transformers,safetensors,qwen3_5,image-text-to-text,vLLM,AWQ,conversational,base_model:Qwen/Qwen3.5-9B,base_model:quantized:Qwen/Qwen3.5-9B,license:apache-2.0,endpoints_compatible,4-bit,awq,region:us"
onnx-community/Kokoro-82M-v1.0-ONNX,onnx-community,537866,225,text-to-speech,transformers.js,2025-02-07 11:07:04+00:00,2025-02-08 12:15:27+00:00,"transformers.js,onnx,style_text_to_speech_2,text-to-speech,en,base_model:hexgrad/Kokoro-82M,base_model:quantized:hexgrad/Kokoro-82M,license:apache-2.0,region:us"
litert-community/gemma-4-E4B-it-litert-lm,litert-community,535925,135,,litert-lm,2026-03-26 00:20:57+00:00,2026-06-01 04:48:53+00:00,"litert-lm,base_model:google/gemma-4-E4B-it,base_model:finetune:google/gemma-4-E4B-it,license:apache-2.0,region:us"
mixedbread-ai/mxbai-rerank-xsmall-v1,mixedbread-ai,535238,57,text-ranking,transformers,2024-02-29 10:31:57+00:00,2025-04-02 14:42:01+00:00,"transformers,onnx,safetensors,deberta-v2,text-classification,reranker,transformers.js,sentence-transformers,text-ranking,en,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
cisco-ai/SecureBERT2.0-cross_encoder,cisco-ai,533405,3,sentence-similarity,sentence-transformers,2025-10-06 07:18:57+00:00,2025-10-30 21:03:19+00:00,"sentence-transformers,safetensors,modernbert,IR,reranking,securebert,docembedding,sentence-similarity,en,arxiv:2510.00240,base_model:cisco-ai/SecureBERT2.0-base,base_model:finetune:cisco-ai/SecureBERT2.0-base,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
Qwen/Qwen3-4B-Thinking-2507,Qwen,533399,595,text-generation,transformers,2025-08-05 11:02:27+00:00,2025-08-06 11:08:25+00:00,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
mistralai/Mistral-Small-3.2-24B-Instruct-2506,mistralai,532883,593,,vllm,2025-06-19 17:41:13+00:00,2025-12-22 10:16:55+00:00,"vllm,safetensors,mistral3,mistral-common,en,fr,de,es,pt,it,ja,ko,ru,zh,ar,fa,id,ms,ne,pl,ro,sr,sv,tr,uk,vi,hi,bn,base_model:mistralai/Mistral-Small-3.1-24B-Base-2503,base_model:finetune:mistralai/Mistral-Small-3.1-24B-Base-2503,license:apache-2.0,region:us"
